Managed Account;MAC;Device Name;IP Address;IPv6 Address;Device Type;Serial Number;Description;Active S/W Version;Duration;Status;Status Time;Status Time (Seconds);Height
Base Infrastructure;58:C1:7A:4C:ED:B0;CES.Mariangola;10.70.41.226;N/A;ePMP Force 200 AP;E8WH0ZKX7F55;30094-ZZZY702;4.6.0.1;367d 22h 38m;Online;0d 0h 29m;1741;N/A
Base Infrastructure;00:04:56:27:15:D1;TOL_Velu_AP1;10.67.207.36;N/A;ePMP 3000 AP;E8WK15C7DR55;48867-VZVF934, 48848-ZCKE686;4.6.2;367d 23h 31m;Online;0d 9h 15m;33328;30 Meters
Base Infrastructure;00:04:56:46:49:00;21097-ZIFV015;10.68.226.249;N/A;ePMP Force 300-19R SM;E6XA0BMNMVSV;SAN ANDRES DE CUERQUIA_CER EL ROBLE;4.6.2;367d 23h 40m;Online;12d 2h 20m;1045244;N/A
Base Infrastructure;00:04:56:42:2D:5A;ANT.El Doce_AP2;10.68.231.137;N/A;ePMP Force 300-19R AP;E6VE08WBLQGV;21797-ZGYO377;4.6.2;367d 23h 44m;Online;34d 18h 56m;3005773;N/A
Base Infrastructure;00:04:56:42:89:DA;ANT.El Doce_AP1;10.68.231.139;N/A;ePMP Force 300-19R AP;E6VG0C968NPH;22162-ZGYO179;4.6.2;367d 23h 44m;Online;34d 18h 8m;3002940;N/A
Base Infrastructure;00:04:56:46:44:AC;48167-VZVF217;10.67.200.149;N/A;ePMP Force 300-19R SM;;CHAPARRAL_SANTA RITA;4.6.1-RC14;368d 1h 15m;Online;36d 20h 20m;3183657;N/A
Base Infrastructure;00:04:56:46:4F:4C;21442-ZZZY850;10.68.225.155;N/A;ePMP Force 300-19R SM;E6XA0CJJX6ZX;SAN VICENTE FERRER_LA ENEA;4.6.2;368d 13h 31m;Online;25d 20h 28m;2233728;N/A
Base Infrastructure;00:04:56:42:72:FC;ANT.San Vicente;10.68.225.154;N/A;ePMP Force 300-19R AP;E6VG012BPHNM;21442-ZZZY850;4.6.2;368d 13h 45m;Online;19d 21h 45m;1719902;N/A
Base Infrastructure;00:04:56:27:01:F5;TOL_Alvarado_AP2;10.67.204.19;N/A;ePMP 3000 AP;;47901-ZGYO359;4.6.1-RC14;368d 14h 25m;Online;3d 19h 47m;330456;N/A
Base Infrastructure;00:04:56:46:45:BA;42168-VZVF926;10.68.254.139;N/A;ePMP Force 300-19R SM;;BOCHALEMA_VDA LA DONJUANA;4.6.1-RC14;368d 18h 9m;Online;11d 23h 12m;1033977;N/A
Base Infrastructure;00:04:56:42:8A:D2;HUI.Gallardo_AP4;10.67.200.164;N/A;ePMP Force 300-19R AP;;37319_ZGYO683;4.6.1-RC14;368d 18h 44m;Online;4d 21h 36m;423370;N/A
Base Infrastructure;00:04:56:46:4F:0E;37326-ZGYO675;10.67.200.163;N/A;ePMP Force 300-19R SM;;37326-ZGYO675_IE_El_Vergel;4.6.1-RC14;368d 19h 28m;Online;0d 0h 20m;1227;N/A
Base Infrastructure;58:C1:7A:FA:56:60;HUI-GALLARDO;10.67.200.190;N/A;cnMatrix TX2020R-P;XMXCMMN9FBPP;;4.1.0-300;368d 19h 40m;Online;4d 21h 37m;423432;N/A
Base Infrastructure;00:04:56:42:72:20;31881-VZVF050;10.71.35.3;N/A;ePMP Force 300-19R SM;;INS PEDRO ALZATE PATIÑO;4.6.1-RC14;368d 19h 55m;Online;18d 13h 34m;1604047;N/A
Base Infrastructure;00:04:56:42:76:B0;21850-ZZZY909;10.68.226.251;N/A;ePMP Force 300-19R SM;;TOLEDO-TAQUE;4.6.1-RC14;368d 22h 44m;Offline;321d 22h 14m;27814460;N/A
Base Infrastructure;00:04:56:46:44:1E;30788-ZZZY147;10.68.251.19;N/A;ePMP Force 300-19R SM;;30788-ZZZY147-CENT_EDUC_VENADILLO;4.6.1-RC14;369d 0h 12m;Online;8d 3h 2m;702125;N/A
Base Infrastructure;00:04:56:46:3C:90;37622-ZZZY428;10.70.42.99;N/A;ePMP Force 300-19R SM;E6XA08VLV8PB;SEDE_LA_CAMPANA;4.6.0.1;369d 16h 18m;Online;0d 3h 12m;11523;N/A
Base Infrastructure;58:C1:7A:FA:2F:00;HUI-CAMPO-ALEGRE;10.67.200.92;N/A;cnMatrix EX1010;XMXCMMD9N7ZX;;4.1.0-300;369d 17h 52m;Online;74d 23h 47m;6479251;N/A
Base Infrastructure;58:C1:7A:F9:AF:A0;NOR-CHITAGA;10.68.250.238;N/A;cnMatrix TX2020R-P;XMXBMLSW5C0T;;4.1.0-300;369d 17h 58m;Online;224d 23h 30m;19438235;N/A
Base Infrastructure;00:04:56:46:41:8C;Nor.Via Pto Santander;10.68.255.8;N/A;ePMP Force 300-19R AP;;41930-VZVF769;4.6.1-RC14;369d 18h 5m;Offline;172d 16h 28m;14920119;N/A
Base Infrastructure;58:C1:7A:FA:68:E0;SND-Hato;10.68.252.120;N/A;cnMatrix TX2020R-P;XMXCMMQVS8W0;;4.1.0-300;369d 18h 13m;Online;63d 19h 6m;5511993;N/A
Base Infrastructure;58:C1:7A:FA:30:60;COR-LA-APARTADA-2;10.68.229.254;N/A;cnMatrix EX1010;XMXCMMDF3SBK;;4.1.0-300;369d 18h 13m;Online;41d 18h 42m;3609748;N/A
Base Infrastructure;58:C1:7A:FA:3F:80;CAQ-CARTAGENA-2;10.67.202.253;N/A;cnMatrix EX1010;XMXCMMJKLWR0;;4.1.0-300;369d 18h 13m;Online;0d 2h 6m;7596;N/A
Base Infrastructure;00:04:56:46:4E:CA;73845-ZZZY649;10.70.95.3;N/A;ePMP Force 300-19R SM;;MANAURE_RANCHERIA CARACAS RUYELA;4.6.1-RC14;369d 18h 14m;Online;0d 4h 36m;16603;N/A
Base Infrastructure;00:04:56:46:4A:CA;47418-ZZZY050;10.71.55.175;N/A;ePMP Force 300-19R SM;;47418-ZZZY050-CENTRO_EDUCATIVO_SAN_MIGUEL;4.6.1-RC14;369d 18h 14m;Online;15d 3h 22m;1308138;N/A
Base Infrastructure;00:04:56:46:3C:B0;20694-VZVF395;10.68.230.123;N/A;ePMP Force 300-19R SM;E6XA08W45R7C;I.E zapata;4.6.2;369d 18h 15m;Offline;7d 21h 45m;683129;N/A
Base Infrastructure;00:04:56:46:47:1E;74372-ZZZY848;10.68.224.69;N/A;ePMP Force 300-19R SM;E6XA0BCMGTD2;I.ENUEVO_ANTIOQUIA;4.6.1;369d 18h 16m;Offline;44d 18h 54m;3869660;N/A
Base Infrastructure;00:04:56:46:4D:06;SND.California_AP2;10.68.253.12;N/A;ePMP Force 300-19R AP;;46909-VZVF190;4.6.1-RC14;369d 18h 19m;Online;5d 2h 36m;441408;N/A
Base Infrastructure;00:04:56:46:40:92;GUJ.Aremasain_AP2;10.70.95.2;N/A;ePMP Force 300-19R AP;;73845-ZZZY649;4.6.1-RC14;369d 18h 19m;Online;0d 12h 34m;45299;N/A
Base Infrastructure;00:04:56:46:3C:F4;ANT.Zapata_AP3;10.68.230.122;N/A;ePMP Force 300-19R AP;E6XA08X8730K;20694-VZVF395;4.6.2;369d 18h 19m;Offline;7d 21h 45m;683132;N/A
Base Infrastructure;00:04:56:42:2D:E4;ANT.El Charcon_AP1;10.68.228.34;N/A;ePMP Force 300-19R AP;E6VE08ZMC228;54734-ZGYO997;4.6.2;369d 18h 19m;Online;4d 6h 17m;368257;N/A
Base Infrastructure;00:04:56:46:4B:18;ANT.Toledo_AP4;10.68.226.250;N/A;ePMP Force 300-19R AP;;21850-ZZZY909;4.6.1-RC14;369d 18h 22m;Offline;305d 4h 16m;26367375;N/A
Base Infrastructure;00:04:56:27:81:95;ANT.Toledo_AP1;10.68.226.248;N/A;ePMP 3000L AP;E8WL1D9KMC31;21097-ZIFV015_21106-ZIFV014;4.6.2;369d 18h 22m;Online;9d 16h 57m;838661;40 Meters
Base Infrastructure;58:C1:7A:FA:40:60;TOL-HERVEO;10.67.204.247;N/A;cnMatrix TX2020R-P;XMXCMMKDZPDW;;4.1.0-300;369d 18h 22m;Online;42d 22h 45m;3710746;N/A
Base Infrastructure;58:C1:7A:FA:5E:20;CAD-LLANOGRANDE;10.68.246.62;N/A;cnMatrix TX2020R-P;XMXCMMPCWM9T;;4.1.0-300;369d 18h 22m;Online;13d 0h 35m;1125358;N/A
Base Infrastructure;58:C1:7A:FA:5D:60;TOL-RIO-BLANCO;10.67.200.156;N/A;cnMatrix TX2020R-P;XMXCMMP8K2D1;;4.1.0-300;369d 18h 22m;Online;39d 20h 17m;3442636;N/A
Base Infrastructure;58:C1:7A:FA:5E:60;SND-CIMITARRA;10.68.248.254;N/A;cnMatrix TX2020R-P;XMXCMMPD0NHP;;4.1.0-300;369d 18h 22m;Online;264d 19h 31m;22879881;N/A
Base Infrastructure;58:C1:7A:FA:59:E0;CAD-IRRA;10.68.247.206;N/A;cnMatrix TX2020R-P;XMXCMMNRX6GB;;4.1.0-300;369d 18h 22m;Online;2d 21h 0m;248407;N/A
Base Infrastructure;00:04:56:42:28:12;31372-ZGYO479;10.71.38.7;N/A;ePMP Force 300-19R SM;;CERETÉ_VEREDA LA ESMERALDA;4.6.1-RC14;369d 18h 40m;Online;27d 22h 34m;2414047;N/A
Base Infrastructure;00:04:56:46:49:FE;ANT.Nuevo Antioquia_AP2;10.68.224.68;N/A;ePMP Force 300-19R AP;;74372-ZZZY848;4.6.0.1;369d 19h 5m;Offline;44d 18h 54m;3869645;N/A
Base Infrastructure;00:04:56:27:0B:15;SND.El Playon-AP1;10.68.253.236;N/A;ePMP 3000 AP;E8WK126NJTMV;45445-ZGYO406;4.6.1-RC14;369d 19h 51m;Online;3d 7h 10m;285053;N/A
Base Infrastructure;00:04:56:46:40:C6;45445-ZGYO406;10.68.253.231;N/A;ePMP Force 300-19R SM;;45445-ZGYO406_ER_CACHIRICITO;4.6.1-RC14;369d 19h 52m;Online;10d 20h 8m;936510;N/A
Base Infrastructure;00:04:56:42:06:22;31393-ZGYO312;10.71.38.5;N/A;ePMP Force 300-19R SM;;CERETÉ_VEREDA RETIRO DE LOS PAEZ;4.6.1-RC14;369d 20h 52m;Online;19d 2h 53m;1652008;N/A
Base Infrastructure;58:C1:7A:FA:2F:A0;CES-Pelaya;10.70.46.94;N/A;cnMatrix EX1010;XMXCMMD443DF;;4.1.0-300;369d 21h 26m;Online;100d 1h 56m;8646985;N/A
Base Infrastructure;58:C1:7A:FA:62:60;SND-PINCHOTE;10.68.252.118;N/A;cnMatrix TX2020R-P;XMXCMMPXRSXJ;;4.1.0-300;369d 21h 34m;Online;369d 20h 23m;31954981;N/A
Base Infrastructure;00:04:56:42:2A:94;HUI.FORTALECILLAS;10.66.102.86;N/A;ePMP Force 300-19R AP;;73990-ZZZY214;4.6.1-RC14;370d 0h 17m;Online;0d 7h 39m;27555;N/A
Base Infrastructure;00:04:56:46:4C:1A;31760_ZGYO867;10.71.39.236;N/A;ePMP Force 300-19R SM;;MONTELÍBANO_CORREG.LOS CORDOBAS;4.6.1-RC14;370d 1h 51m;Offline;22d 14h 55m;1954525;N/A
Base Infrastructure;00:04:56:46:40:A6;20544-VZVF119;10.68.228.117;N/A;ePMP Force 300-19R SM;E6XA09G1F3X1;MONTEBELLO_PALMITAS;4.6.2;370d 4h 16m;Online;37d 22h 6m;3276405;N/A
Base Infrastructure;00:04:56:46:4A:04;ANT.Santa_Barbara-AP3;10.68.228.116;N/A;ePMP Force 300-19R AP;E6XA0BS0KS3M;20544-VZVF119;4.6.2;370d 4h 22m;Online;71d 1h 0m;6138038;N/A
Base Infrastructure;00:04:56:42:3E:1E;32367-ZZZY080;10.71.39.29;N/A;ePMP Force 300-19R SM;;SAN BERNARDO DEL VIENTO_VILLA FATIMA;4.6.1-RC14;370d 16h 56m;Offline;7d 20h 35m;678932;N/A
Base Infrastructure;58:C1:7A:FA:5C:60;SND-CONFINES;10.68.252.122;N/A;cnMatrix TX2020R-P;XMXCMMP4472D;;4.1.0-300;370d 17h 7m;Online;370d 18h 22m;32034123;N/A
Base Infrastructure;58:C1:7A:FA:5B:A0;SND-SANTA-HELENA;10.68.255.46;N/A;cnMatrix TX2020R-P;XMXCMMP0PCPR;;4.1.0-300;370d 18h 50m;Online;270d 19h 42m;23398939;N/A
Base Infrastructure;58:C1:7A:F9:A6:E0;COR-SAN-LUIS;10.71.34.61;N/A;cnMatrix TX2020R-P;XMXAMLPN8DPV;;4.1.1-r2;370d 19h 2m;Online;5d 1h 39m;437966;N/A
Base Infrastructure;00:04:56:42:22:40;CES.Rio_de_Oro_AP1;10.68.251.18;N/A;ePMP Force 300-19R AP;E6VE079ZRLD2;30788-ZZZY147;4.6.1-RC14;370d 19h 35m;Online;6d 1h 13m;522786;N/A
Base Infrastructure;00:04:56:42:86:9A;48306-ZZZY025;10.67.204.124;N/A;ePMP Force 300-19R SM;;48306-ZZZY025_EL_R0SARIO;4.6.1-RC14;370d 20h 7m;Online;0d 0h 25m;1522;N/A
Base Infrastructure;00:04:56:46:40:B0;HUI.Gallardo_AP2;10.67.200.162;N/A;ePMP Force 300-19R AP;;37326-ZGYO675;4.6.1-RC14;370d 20h 8m;Online;4d 21h 36m;423371;N/A
Base Infrastructure;58:C1:7A:FA:5A:A0;ANT-SABANA-LARGA;10.68.231.174;N/A;cnMatrix TX2020R-P;XMXCMMNXH212;;4.1.0-300;370d 20h 17m;Online;82d 19h 44m;7155892;N/A
Base Infrastructure;00:04:56:42:2C:D2;47426-ZZZY514;10.71.53.211;N/A;ePMP Force 300-19R SM;E6VE08T2CQC3;47426-ZZZY514 MATA DE CANA_SAMPUES;4.6.1-RC14;370d 21h 59m;Online;15d 3h 19m;1307991;N/A
Base Infrastructure;58:C1:7A:FA:1A:00;NOR-EL-CARMEN;10.68.254.61;N/A;cnMatrix EX1010;XMXCMMB1Q972;NOR-EL-CARMEN;4.1.0-300;370d 22h 22m;Online;7d 16h 14m;663245;N/A
Base Infrastructure;58:C1:7A:FA:C5:20;ANT-TAMESIS;10.68.228.124;N/A;cnMatrix EX1010;XMXDMNDKWDCQ;;4.1.0-300;370d 23h 10m;Online;195d 16h 31m;16907478;N/A
Base Infrastructure;00:04:56:46:4C:34;49274-ZZZY890;10.67.204.175;N/A;ePMP Force 300-19R SM;E6XA0C3BVFLQ;Tol_Rncesvalles_VDA_Cucuanita_Los Planes;4.6.1-RC26;371d 0h 11m;Offline;3d 21h 3m;335032;N/A
Base Infrastructure;00:04:56:46:4D:60;MET.Ariari-1_AP2;10.67.207.136;N/A;ePMP Force 300-19R AP;;39385-VZVF415;4.6.1-RC14;371d 1h 27m;Online;6d 1h 40m;524402;55 Meters
Base Infrastructure;00:04:56:42:3A:76;31624-ZGYO323;10.71.39.211;N/A;ePMP Force 300-19R SM;;LORICA_VDA NUEVA LUCIA;4.6.1-RC14;371d 2h 8m;Online;1d 4h 54m;104076;N/A
Base Infrastructure;58:C1:7A:FA:36:60;GUJ-VILLANUEVA;10.70.43.14;N/A;cnMatrix EX1010;XMXCMMG2F88D;;4.1.0-300;371d 3h 32m;Online;5d 19h 21m;501660;N/A
Base Infrastructure;58:C1:7A:FA:53:A0;ANT-EBEJICO;10.68.226.158;N/A;cnMatrix TX2020R-P;XMXCMMMZBBLG;;4.1.0-300;371d 3h 32m;Online;67d 22h 30m;5869807;N/A
Base Infrastructure;58:C1:7A:FA:66:20;ANT-ARMENIA;10.68.228.94;N/A;cnMatrix TX2020R-P;XMXCMMQJP8RR;;4.1.0-300;371d 3h 32m;Online;25d 3h 44m;2173443;N/A
Base Infrastructure;58:C1:7A:FA:2D:C0;GUJ-BAHIAHONDA;10.70.95.125;N/A;cnMatrix EX1010;XMXCMMCH2M32;;4.1.0-300;371d 3h 32m;Online;76d 23h 9m;6649741;N/A
Base Infrastructure;58:C1:7A:FA:17:C0;HUI-MATANZA;10.67.200.62;N/A;cnMatrix EX1010;XMXCMM9GVVLD;;4.1.0-300;371d 3h 32m;Online;4d 17h 51m;409889;N/A
Base Infrastructure;58:C1:7A:FA:31:60;HUI-ARGENTINA;10.67.199.125;N/A;cnMatrix EX1010;XMXCMMDS93XN;;4.1.0-300;371d 3h 32m;Online;7d 1h 59m;611990;N/A
Base Infrastructure;58:C1:7A:FA:2D:00;NOR-SAMORE;10.68.249.246;N/A;cnMatrix EX1010;XMXCMMCQSSBJ;NOR-SAMORE;4.1.0-300;371d 3h 32m;Online;0d 18h 52m;67950;N/A
Base Infrastructure;58:C1:7A:FA:15:E0;NOR-LA-VIRGEN;10.68.248.30;N/A;cnMatrix EX1010;XMXCMM8W1QZZ;43668-VZVF946;4.1.0-300;371d 3h 32m;Online;260d 23h 36m;22548974;N/A
Base Infrastructure;58:C1:7A:FA:C5:A0;ANT-BETANIA-PARQUE;10.68.229.61;N/A;cnMatrix EX1010;XMXDMNDVV494;;4.0.1-r2;371d 3h 32m;Offline;8d 18h 42m;758568;N/A
Base Infrastructure;58:C1:7A:FA:2C:40;ANT-SOPETRAN-2;10.68.225.254;N/A;cnMatrix EX1010;XMXCMMCS1C16;;4.0.1-r2;371d 3h 32m;Online;1d 3h 47m;100023;N/A
Base Infrastructure;00:04:56:42:9E:CE;CAD.IRRA_AP3;10.68.247.146;N/A;ePMP Force 300-19R AP;;26122-VZVF880;4.6.1-RC14;371d 3h 32m;Online;2d 21h 0m;248412;N/A
Base Infrastructure;00:04:56:46:4A:58;SND.Chima_AP3;10.67.203.161;N/A;ePMP Force 300-19R AP;;45082-VZVF838;4.6.1-RC14;371d 3h 35m;Online;0d 1h 34m;5647;N/A
Base Infrastructure;00:04:56:22:F7:52;COR.Sabanueva_AP1;10.71.39.208;N/A;ePMP 3000L AP;;31560-ZGYO326_31624-ZGYO323_31645-ZGYO322_31694-ZGYO318;4.6.1-RC14;371d 3h 37m;Online;0d 19h 31m;70305;N/A
Base Infrastructure;00:04:56:42:86:AC;TOL_Prado_AP2;10.67.204.123;N/A;ePMP Force 300-19R AP;;48306-ZZZY025;4.6.1-RC14;371d 3h 37m;Online;0d 0h 10m;650;N/A
Base Infrastructure;00:04:56:42:2E:A8;14434-ZGYO128;10.71.55.201;N/A;ePMP Force 300-19R SM;;14434-ZGYO128_C E LAS BABILLAS;4.6.1-RC14;371d 3h 38m;Online;34d 21h 8m;3013713;N/A
Base Infrastructure;00:04:56:42:27:DC;44750-ZGYO226;10.68.255.243;N/A;ePMP Force 300-19R SM;;44750-ZGYO226_ER_GUAYABAL;4.6.1-RC14;371d 3h 40m;Online;21d 1h 22m;1819331;N/A
Base Infrastructure;00:04:56:42:31:5A;31694-ZGYO318;10.71.39.209;N/A;ePMP Force 300-19R SM;;LORICA_VEREDA CAÑAVERAL;4.6.1-RC14;371d 3h 43m;Online;13d 21h 45m;1201521;N/A
Base Infrastructure;00:04:56:27:82:A3;32641-ZGYO466;10.71.36.201;N/A;ePMP 3000L SM;;TIERRALTA_VDA. PUEBLO BALSA;4.6.1-RC14;371d 3h 44m;Online;1d 2h 38m;95883;N/A
Base Infrastructure;00:04:56:46:3F:E8;32510-ZZZY668;10.71.39.135;N/A;ePMP Force 300-19R SM;;SAN PELAYO_VDA LA VICTORIA;4.6.1-RC14;371d 3h 44m;Online;0d 1h 21m;4881;N/A
Base Infrastructure;00:04:56:46:43:D2;30162-ZGYO859;10.70.45.199;N/A;ePMP Force 300-19R SM;;30162-ZGYO859_PUEBLO BELLO_DUNAWA;4.6.1-RC14;371d 3h 44m;Offline;0d 3h 48m;13694;N/A
Base Infrastructure;00:04:56:42:26:0A;22511-ZGYO912;10.70.45.11;N/A;ePMP Force 300-19R SM;;22511-ZGYO912_SAN_JOSE_DE_VILLA_LATA;4.6.1-RC14;371d 3h 44m;Online;1d 22h 53m;168835;N/A
Base Infrastructure;00:04:56:46:50:AC;31560-ZGYO326;10.71.39.210;N/A;ePMP Force 300-19R SM;;LORICA_VDA EL PAJON;4.6.1-RC14;371d 3h 44m;Online;27d 20h 32m;2406767;N/A
Base Infrastructure;58:C1:7A:FA:18:40;TOL-PRADO;10.67.204.245;N/A;cnMatrix EX1010;XMXCMM9J3F9B;;4.1.0-300;371d 3h 44m;Online;40d 2h 22m;3464552;N/A
Base Infrastructure;58:C1:7A:FA:59:A0;ANT-ABEJORRAL-PANTANILLO;10.68.227.62;N/A;cnMatrix TX2020R-P;XMXCMMNS26NF;;4.1.1-r2;371d 3h 44m;Online;128d 2h 42m;11068925;N/A
Base Infrastructure;58:C1:7A:FA:5B:20;ANTCARAMANTA;10.68.213.222;N/A;cnMatrix TX2020R-P;XMXCMMP2XXCQ;;4.1.0-300;371d 3h 44m;Online;323d 18h 4m;27972245;N/A
Base Infrastructure;58:C1:7A:FA:BD:C0;ANT-BURITICA;10.68.226.174;N/A;cnMatrix EX1010;XMXDMNBK8NC0;;4.0.1-r2;371d 3h 44m;Online;8d 17h 49m;755371;N/A
Base Infrastructure;58:C1:7A:FA:61:60;CAQ-CERRO-SONORA;10.67.200.206;N/A;cnMatrix TX2020R-P;XMXCMMPSBZKV;;4.1.0-300;371d 3h 44m;Online;43d 0h 56m;3718608;N/A
Base Infrastructure;58:C1:7A:FA:33:A0;ANT-LA-UNION-PARQUE;10.68.215.110;N/A;cnMatrix EX1010;XMXCMMFHL3MZ;19544-VZVF839;4.0.1-r2;371d 3h 44m;Online;316d 3h 0m;27313253;N/A
Base Infrastructure;58:C1:7A:F9:CA:60;SUC-COVENAS-2;10.71.52.94;N/A;cnMatrix TX2020R-P;XMXBMLTLGD0V;;4.1.0-300;371d 3h 44m;Online;9d 0h 58m;781127;N/A
Base Infrastructure;58:C1:7A:FA:69:60;BOY-SAMACA-3;10.67.203.253;N/A;cnMatrix TX2020R-P;XMXCMMQRGN07;;4.0-b7;371d 3h 46m;Online;0d 0h 0m;-10736742;N/A
Base Infrastructure;00:04:56:42:2F:42;ANT.Carmen de la Venta_AP1;10.68.230.146;N/A;ePMP Force 300-19R AP;E6VE095GSXVV;20454-ZZZY155;4.6.2;371d 18h 30m;Online;0d 9h 7m;32862;N/A
Base Infrastructure;58:C1:7A:FA:33:80;ANT-LIBORINA;10.68.230.157;N/A;cnMatrix EX1010;XMXCMMFC48KB;;4.1.0-300;371d 18h 32m;Online;18d 1h 54m;1562053;N/A
Base Infrastructure;58:C1:7A:FA:5A:E0;MET-LA-COOPERATIVA;10.67.206.61;N/A;cnMatrix TX2020R-P;XMXCMMNWCSSZ;;4.1.0-300;371d 19h 45m;Online;28d 1h 21m;2424066;N/A
Base Infrastructure;58:C1:7A:FA:15:00;SND-CURITI;10.68.252.121;N/A;cnMatrix EX1010;XMXCMM8M40JF;;4.1.0-300;371d 19h 46m;Online;88d 15h 19m;7658363;N/A
Base Infrastructure;00:04:56:46:3D:3E;COR.Corea_AP2;10.71.36.194;N/A;ePMP Force 300-19R AP;E6XA08ZH86J4;31132-ZZZY079;4.6.1-RC14;371d 20h 13m;Online;23d 0h 42m;1989742;N/A
Base Infrastructure;00:04:56:42:2D:CC;20454-ZZZY155;10.68.230.147;N/A;ePMP Force 300-19R SM;E6VE08Z7NZ61;I. E. R.  EL CARMEN;4.6.2;371d 23h 3m;Online;7d 3h 29m;617347;N/A
Base Infrastructure;00:04:56:46:4F:30;37646-ZCKE550;10.70.46.105;N/A;ePMP Force 300-19R SM;E6XA0CJ2KC1Q;LAPAZ_SEDE_PRINCIPAL;4.6.2;372d 1h 59m;Online;18d 20h 54m;1630444;N/A
Base Infrastructure;00:04:56:42:27:D2;47055-ZGYO879;10.71.55.92;N/A;ePMP Force 300-19R SM;;47055-ZGYO879-CRUZ_DEL_BEQUE;4.6.1-RC14;372d 16h 15m;Online;2d 10h 13m;209629;N/A
Base Infrastructure;00:04:56:42:23:AA;32380-ZGYO753;10.71.39.21;N/A;ePMP Force 300-19R SM;;SAN BERNARDO DEL VIENTO_BARCELONA;4.6.1-RC14;372d 17h 49m;Online;0d 0h 22m;1337;N/A
Base Infrastructure;00:04:56:27:85:04;COR.BuenosAires_AP3;10.71.39.20;N/A;ePMP 3000L AP;;32380-ZGYO753, 31616-ZGYO752;4.6.1-RC14;372d 18h 4m;Online;7d 1h 58m;611900;30 Meters
Base Infrastructure;58:C1:7A:FA:2B:A0;GUJ-Carraipia;10.70.42.158;N/A;cnMatrix EX1010;XMXCMMCCMRQF;;4.1.0-300;372d 19h 39m;Online;0d 22h 55m;82503;N/A
Base Infrastructure;00:04:56:46:50:52;31933-ZGYO259;10.71.35.10;N/A;ePMP Force 300-19R SM;;CE EL REPARO;4.6.1-RC14;372d 23h 45m;Online;5d 6h 31m;455510;N/A
Base Infrastructure;58:C1:7A:4C:EF:C6;COR.Buenavista_AP2;10.71.39.76;N/A;ePMP Force 200 AP;E8WH0ZVTS1CT;31317-ZGYO968;4.6.1;373d 3h 8m;Online;5d 22h 31m;513099;N/A
Base Infrastructure;00:04:56:42:23:DE;31648-ZGYO908;10.71.34.178;N/A;ePMP Force 300-19R SM;;LORICA_VDA SITIO NUEVO;4.6.1-RC14;373d 4h 5m;Online;1d 5h 2m;104532;N/A
Base Infrastructure;00:04:56:42:87:02;48121-ZZZY669;10.67.204.211;N/A;ePMP Force 300-19R SM;;CASABIANCA_SAN JERONIMO;4.6.1-RC14;373d 19h 49m;Online;2d 6h 34m;196479;N/A
Base Infrastructure;00:04:56:46:46:96;42238-VZVF925;10.68.255.101;N/A;ePMP Force 300-19R SM;;42238-VZVF925-CACHIRA_VEREDA GALVANEZ;4.6.1-RC14;373d 21h 39m;Online;10d 21h 35m;941717;N/A
Base Infrastructure;00:04:56:46:3D:1E;NOR.Cachira_AP1;10.68.255.100;N/A;ePMP Force 300-19R AP;;42238-VZVF925;4.6.1-RC14;373d 21h 51m;Online;12d 22h 53m;1119213;N/A
Base Infrastructure;00:04:56:42:8A:BE;47105-VZVF776;10.71.54.25;N/A;ePMP Force 300-19R SM;;47105-VZVF776-PARAISO_NO_1;4.6.1-RC14;373d 23h 31m;Online;2d 17h 55m;237333;N/A
Base Infrastructure;00:04:56:46:4B:D6;31419-ZGYO477;10.71.55.171;N/A;ePMP Force 300-19R SM;;CAMPO_BELLO;4.6.1-RC14;373d 23h 42m;Online;23d 23h 26m;2071568;N/A
Base Infrastructure;58:C1:7A:FA:2E:80;HUI-CLUB-CAMPESTRE;10.67.200.238;N/A;cnMatrix EX1010;XMXCMMD0PH2S;;4.1.0-300;373d 23h 42m;Online;1d 5h 3m;104600;N/A
Base Infrastructure;58:C1:7A:F9:C8:A0;COR-Colomboy;10.71.34.94;N/A;cnMatrix TX2020R-P;XMXBMLTG1JM7;;4.1.0-300;374d 21h 6m;Online;0d 15h 35m;56122;N/A
Base Infrastructure;00:04:56:46:45:B6;TOL_Roncesvalles_AP1;10.67.204.174;N/A;ePMP Force 300-19R AP;;49274-ZZZY890;4.6.0.1;374d 21h 13m;Offline;3d 20h 29m;332979;70 Meters
Base Infrastructure;58:C1:7A:FA:C6:40;CAD-AGUADAS-5;10.68.213.221;N/A;cnMatrix EX1010;XMXDMNDZ9QCR;;4.1.0-300;374d 21h 35m;Online;19d 0h 56m;1645006;N/A
Base Infrastructure;58:C1:7A:FA:C5:60;ANT-DON-MATIAS-2;10.68.226.190;N/A;cnMatrix EX1010;XMXDMNDW04HZ;;4.1.0-300;374d 21h 35m;Online;0d 7h 19m;26393;N/A
Base Infrastructure;00:04:56:42:6E:16;22010-VZVF897;10.68.226.69;N/A;ePMP Force 300-19R SM;E6VG00CFNFG1;ER_DIVINO_NIÑO;4.6.2;375d 1h 6m;Online;3d 22h 43m;341011;N/A
Base Infrastructure;00:04:56:42:72:F4;ANT.El_Tres_AP3;10.68.226.66;N/A;ePMP Force 300-19R AP;E6VG0126SJXT;21985-VZVF899;4.6.2;375d 1h 32m;Offline;0d 1h 3m;3839;N/A
